num,title,director,actors,country,language,score,commentors,releasedate,runtime,series,commente
237,卡萨布兰卡,迈克尔·柯蒂兹,"['亨弗莱·鲍嘉', '英格丽·褒曼', '保罗·亨雷德', '克劳德·雷恩斯']",美国,英语 / 法语 / 德语 / 意大利语,8.6,152401,1942-11-26(纽约首映),102分钟,"['剧情', '爱情', '战争']",世界上有那么多女人那么多酒馆，但她偏偏走进我的这家。
238,我爱你,秋昌旼,"['宋在浩', '李顺载', '尹秀晶', '金秀美']",韩国,韩语,9.0,78405,2011-02-17(韩国),118分钟,"['剧情', '爱情']",你要相信，这世上真的有爱存在，不管在什么年纪 
239,国王的演讲,汤姆·霍珀,"['科林·费尔斯', '杰弗里·拉什', '海伦娜·伯翰·卡特', '盖·皮尔斯']",英国 / 澳大利亚 / 美国,英语,8.3,415478,2012-02-24(中国大陆),118分钟,"['剧情', '传记', '历史']",皇上无话儿。
240,千钧一发,安德鲁·尼科尔,"['伊桑·霍克', '乌玛·瑟曼', '裘德·洛', '艾伦·阿金']",美国,英语 / 世界语,8.7,120010,1997-10-24(美国),106分钟,"['剧情', '科幻', '惊悚']",一部能引人思考的科幻励志片。
241,美国丽人,萨姆·门德斯,"['凯文·史派西', '安妮特·贝宁', '索拉·伯奇', '韦斯·本特利']",美国,英语,8.5,226397,1999-09-08(洛杉矶首映),122分钟,"['剧情', '爱情', '家庭']",每个人的内心都是深不可测的大海。 
242,疯狂的麦克斯4：狂暴之路,乔治·米勒,"['汤姆·哈迪', '查理兹·塞隆', '尼古拉斯·霍尔特', '休·基斯-拜恩']",澳大利亚 / 美国,英语,8.6,270516,2015-05-14(澳大利亚),120分钟,"['动作', '科幻', '冒险']",
243,遗愿清单,罗伯·莱纳,"['杰克·尼科尔森', '摩根·弗里曼', '西恩·海耶斯', '贝弗利·陶德']",美国,英语,8.6,173816,2007-12-25(多伦多电影节),97 分钟,"['剧情', '喜剧', '冒险']",用剩余不多的时间，去燃烧整个生命。
244,奇迹男孩,斯蒂芬·卓博斯基,"['雅各布·特伦布莱', '朱莉娅·罗伯茨', '伊扎贝拉·维多维奇', '欧文·威尔逊']",美国 / 香港,英语,8.6,287351,2018-01-19(中国大陆),113分钟,"['剧情', '家庭', '儿童']",
245,碧海蓝天,吕克·贝松,"['让-马克·巴尔', '让·雷诺', '罗姗娜·阿奎特', '保罗·希纳尔']",法国 / 美国 / 意大利,法语 / 英语 / 意大利语,8.7,120049,1988-05-11(法国),132分钟(法国),"['剧情', '爱情']",在那片深蓝中，感受来自大海的忧伤寂寞与美丽自由。
246,荒岛余生,罗伯特·泽米吉斯,"['汤姆·汉克斯', '海伦·亨特', '克里斯·诺斯', '尼克·西塞']",美国,英语 / 俄语,8.5,173450,2000-12-22(美国),143分钟,"['剧情', '冒险']",一个人的独角戏。
247,驴得水,周申,"['任素汐', '大力', '刘帅良', '裴魁山']",中国大陆,汉语普通话,8.3,460647,2016-10-28(中国大陆),111分钟,"['剧情', '喜剧']",过去的如果就让它过去了，未来只会越来越糟！
248,枪火,杜琪峰,"['吴镇宇', '任达华', '黄秋生', '吕颂贤']",香港,粤语,8.7,126242,1999-11-19(香港),84分钟(香港),"['剧情', '动作', '犯罪']",一群演技精湛的戏骨，奉献出一个精致的黑帮小品，成就杜琪峰群戏的巅峰之作。
249,英国病人,安东尼·明格拉,"['拉尔夫·费因斯', '朱丽叶·比诺什', '威廉·达福', '克里斯汀·斯科特·托马斯']",美国 / 英国,英语 / 德语 / 意大利语 / 阿拉伯语,8.5,204384,1996-12-06(美国),162分钟,"['剧情', '爱情', '战争']","In memory, love lives forever..."
250,荒野生存,西恩·潘,"['埃米尔·赫斯基', '马西娅·盖伊·哈登', '威廉·赫特', '吉娜·马隆']",美国,英语 / 丹麦语,8.6,155079,2007-09-21(美国),148分钟,"['剧情', '传记', '冒险']",出门必备：本草纲目。
num,title,director,actors,country,language,score,commentors,releasedate,runtime,series,commente
226,末路狂花,雷德利·斯科特,"['吉娜·戴维斯', '苏珊·萨兰登', '哈威·凯特尔', '迈克尔·马德森']",美国 / 法国,英语,8.7,130421,1991-05-24(美国),130 分钟,"['剧情', '惊悚', '犯罪']",没有了退路，只好飞向自由。
227,2001太空漫游,斯坦利·库布里克,"['凯尔·杜拉', '加里·洛克伍德', '威廉姆·西尔维斯特', '丹尼尔·里希特']",英国 / 美国,英语 / 俄语,8.7,135744,1968-04-02(华盛顿首映),149分钟,"['科幻', '惊悚', '冒险']",现代科幻电影的开山之作，最伟大导演的最伟大影片。
228,聚焦,汤姆·麦卡锡,"['马克·鲁弗洛', '迈克尔·基顿', '瑞秋·麦克亚当斯', '列维·施瑞博尔']",美国,英语,8.8,162853,2015-09-03(威尼斯电影节),128分钟,"['剧情', '传记']",新闻人的理性求真。
229,勇闯夺命岛,迈克尔·贝,"['肖恩·康纳利', '尼古拉斯·凯奇', '艾德·哈里斯', '约翰·斯宾塞']",美国,英语,8.6,173331,1996-06-07(美国),136分钟,"['动作', '冒险']",类型片的极致。
230,变脸,吴宇森,"['约翰·特拉沃尔塔', '尼古拉斯·凯奇', '琼·艾伦', '亚历桑德罗·尼沃拉']",美国,英语 / 拉丁语,8.4,260003,1997-06-27(美国),138分钟,"['动作', '科幻', '惊悚', '犯罪']",当发哥的风衣、墨镜出现在了凯奇身上⋯⋯
231,发条橙,斯坦利·库布里克,"['马尔科姆·麦克道威尔', '帕特里克·马基', '迈克尔·贝茨', '沃伦·克拉克']",英国 / 美国,英语,8.5,226284,1971-12-19(纽约首映),136 分钟,"['剧情', '科幻', '犯罪']",我完全康复了。
232,秒速5厘米,新海诚,"['水桥研二', '近藤好美 ', '尾上绫华', '花村怜美']",日本,日语,8.3,386703,2007-03-03(日本),63分钟,"['剧情', '爱情', '动画']",青春就是放弃和怀念。
233,黄金三镖客,赛尔乔·莱昂内,"['克林特·伊斯特伍德', '埃里·瓦拉赫', '李·范·克里夫', '阿尔多·久弗瑞']",意大利 / 西班牙 / 西德,意大利语 / 英语,9.1,66732,1966-12-23(意大利),161 分钟,"['西部', '冒险']",最棒的西部片。
234,黑鹰坠落,雷德利·斯科特,"['乔什·哈奈特', '伊万·麦克格雷格', '汤姆·塞兹摩尔', '金·寇兹']",美国,英语 / 阿拉伯语 / 索马里语,8.6,156876,2001-12-18(美国),144分钟,"['动作', '历史', '战争']",还原真实而残酷的战争。
235,功夫,周星驰,"['周星驰', '元秋', '元华', '黄圣依']",中国大陆 / 香港,粤语 / 汉语普通话 / 手语,8.3,409815,2004-12-23(中国大陆/香港),100分钟(3D重映),"['喜剧', '动作', '犯罪', '奇幻']",
236,非常嫌疑犯,布莱恩·辛格,"['史蒂芬·鲍德温', '加布里埃尔·伯恩', '本尼西奥·德尔·托罗', '凯文·波拉克']",德国 / 美国,英语 / 匈牙利语 / 西班牙语 / 法语,8.6,152337,1995-01-25(圣丹斯电影节),106分钟,"['剧情', '悬疑', '惊悚', '犯罪']",我不信仰上帝，但我敬畏上帝。
237,卡萨布兰卡,迈克尔·柯蒂兹,"['亨弗莱·鲍嘉', '英格丽·褒曼', '保罗·亨雷德', '克劳德·雷恩斯']",美国,英语 / 法语 / 德语 / 意大利语,8.6,152401,1942-11-26(纽约首映),102分钟,"['剧情', '爱情', '战争']",世界上有那么多女人那么多酒馆，但她偏偏走进我的这家。
238,我爱你,秋昌旼,"['宋在浩', '李顺载', '尹秀晶', '金秀美']",韩国,韩语,9.0,78405,2011-02-17(韩国),118分钟,"['剧情', '爱情']",你要相信，这世上真的有爱存在，不管在什么年纪
239,国王的演讲,汤姆·霍珀,"['科林·费尔斯', '杰弗里·拉什', '海伦娜·伯翰·卡特', '盖·皮尔斯']",英国 / 澳大利亚 / 美国,英语,8.3,415478,2012-02-24(中国大陆),118分钟,"['剧情', '传记', '历史']",皇上无话儿。
240,千钧一发,安德鲁·尼科尔,"['伊桑·霍克', '乌玛·瑟曼', '裘德·洛', '艾伦·阿金']",美国,英语 / 世界语,8.7,120010,1997-10-24(美国),106分钟,"['剧情', '科幻', '惊悚']",一部能引人思考的科幻励志片。
241,美国丽人,萨姆·门德斯,"['凯文·史派西', '安妮特·贝宁', '索拉·伯奇', '韦斯·本特利']",美国,英语,8.5,226397,1999-09-08(洛杉矶首映),122分钟,"['剧情', '爱情', '家庭']",每个人的内心都是深不可测的大海。
242,疯狂的麦克斯4：狂暴之路,乔治·米勒,"['汤姆·哈迪', '查理兹·塞隆', '尼古拉斯·霍尔特', '休·基斯-拜恩']",澳大利亚 / 美国,英语,8.6,270516,2015-05-14(澳大利亚),120分钟,"['动作', '科幻', '冒险']",
243,遗愿清单,罗伯·莱纳,"['杰克·尼科尔森', '摩根·弗里曼', '西恩·海耶斯', '贝弗利·陶德']",美国,英语,8.6,173816,2007-12-25(多伦多电影节),97 分钟,"['剧情', '喜剧', '冒险']",用剩余不多的时间，去燃烧整个生命。
244,奇迹男孩,斯蒂芬·卓博斯基,"['雅各布·特伦布莱', '朱莉娅·罗伯茨', '伊扎贝拉·维多维奇', '欧文·威尔逊']",美国 / 香港,英语,8.6,287351,2018-01-19(中国大陆),113分钟,"['剧情', '家庭', '儿童']",
245,碧海蓝天,吕克·贝松,"['让-马克·巴尔', '让·雷诺', '罗姗娜·阿奎特', '保罗·希纳尔']",法国 / 美国 / 意大利,法语 / 英语 / 意大利语,8.7,120049,1988-05-11(法国),132分钟(法国),"['剧情', '爱情']",在那片深蓝中，感受来自大海的忧伤寂寞与美丽自由。
246,荒岛余生,罗伯特·泽米吉斯,"['汤姆·汉克斯', '海伦·亨特', '克里斯·诺斯', '尼克·西塞']",美国,英语 / 俄语,8.5,173450,2000-12-22(美国),143分钟,"['剧情', '冒险']",一个人的独角戏。
247,驴得水,周申,"['任素汐', '大力', '刘帅良', '裴魁山']",中国大陆,汉语普通话,8.3,460647,2016-10-28(中国大陆),111分钟,"['剧情', '喜剧']",过去的如果就让它过去了，未来只会越来越糟！
248,枪火,杜琪峰,"['吴镇宇', '任达华', '黄秋生', '吕颂贤']",香港,粤语,8.7,126242,1999-11-19(香港),84分钟(香港),"['剧情', '动作', '犯罪']",一群演技精湛的戏骨，奉献出一个精致的黑帮小品，成就杜琪峰群戏的巅峰之作。
249,英国病人,安东尼·明格拉,"['拉尔夫·费因斯', '朱丽叶·比诺什', '威廉·达福', '克里斯汀·斯科特·托马斯']",美国 / 英国,英语 / 德语 / 意大利语 / 阿拉伯语,8.5,204384,1996-12-06(美国),162分钟,"['剧情', '爱情', '战争']","In memory, love lives forever..."
250,荒野生存,西恩·潘,"['埃米尔·赫斯基', '马西娅·盖伊·哈登', '威廉·赫特', '吉娜·马隆']",美国,英语 / 丹麦语,8.6,155079,2007-09-21(美国),148分钟,"['剧情', '传记', '冒险']",出门必备：本草纲目。
